Rank,Platform,Year,Genre,Publisher,Name,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Bin_Global_Sales
1408,PS3,2010,Action,Capcom,Dead Rising 2,0.43,0.57,0.15,0.22,1.38,0.0
1409,Wii,2009,Misc,Electronic Arts,Hasbro Family Game Night 2,0.71,0.53,0.0,0.13,1.38,0.0
1410,Wii,2007,Adventure,Disney Interactive Studios,Disney Princess: Enchanted Journey,1.24,0.04,0.0,0.09,1.38,0.0
1411,DS,2009,Puzzle,505 Games,Gardening Mama,0.8,0.43,0.01,0.13,1.38,0.0
1412,PS2,2001,Sports,Acclaim Entertainment,Dave Mirra Freestyle BMX 2,0.67,0.53,0.0,0.18,1.38,0.0
1413,X360,2011,Action,Electronic Arts,Need for Speed: The Run,0.63,0.58,0.0,0.15,1.38,0.0
1414,PS2,2008,Action,LucasArts,LEGO Indiana Jones: The Original Adventures,0.6,0.01,0.0,0.76,1.37,0.0
1415,PS3,2014,Action,Ubisoft,Assassin's Creed: Rogue,0.46,0.62,0.06,0.23,1.37,0.0
1416,PS3,2006,Racing,Namco Bandai Games,Ridge Racer 7,0.24,0.7,0.16,0.26,1.37,0.0
1417,PS,1998,Misc,Activision,A Collection of Activision Classic Games for the Atari 2600,0.76,0.52,0.0,0.09,1.37,0.0
1418,XOne,2014,Racing,Microsoft Game Studios,Forza Horizon 2,0.5,0.78,0.01,0.09,1.37,0.0
1419,PS3,2008,Racing,Sony Computer Entertainment,MotorStorm: Pacific Rift,0.43,0.67,0.02,0.26,1.37,0.0
1420,DS,2010,Platform,Sega,Sonic Colors,0.74,0.5,0.01,0.13,1.37,0.0
1421,XB,2004,Role-Playing,Activision,Star Wars Knights of the Old Republic II: The Sith Lords,0.99,0.33,0.0,0.05,1.37,0.0
1422,PS3,2010,Action,Warner Bros. Interactive Entertainment,LEGO Harry Potter: Years 1-4,0.55,0.6,0.0,0.22,1.37,0.0
1423,N64,1998,Strategy,Nintendo,Pocket Monsters Stadium,0.0,0.0,1.37,0.0,1.37,0.0
1424,PS3,2014,Sports,Take-Two Interactive,NBA 2K15,0.86,0.27,0.02,0.22,1.36,0.0
1425,XB,2004,Shooter,Ubisoft,Tom Clancy's Ghost Recon 2,0.86,0.45,0.0,0.06,1.36,0.0
1426,GBA,2003,Platform,Vivendi Games,Crash Bandicoot 2: N-Tranced,0.63,0.66,0.0,0.07,1.36,0.0
1427,X360,2008,Racing,Electronic Arts,Burnout Paradise,0.63,0.58,0.01,0.15,1.36,0.0
1428,PS2,2008,Misc,Sony Computer Entertainment,SingStar Abba,0.23,0.04,0.0,1.09,1.36,0.0
1429,NES,1986,Shooter,Konami Digital Entertainment,Gradius,0.27,0.08,1.0,0.01,1.36,0.0
1430,SNES,1996,Role-Playing,Enix Corporation,Dragon Quest III: Soshite Densetsu e...,0.0,0.0,1.36,0.0,1.36,0.0
1431,2600,1981,Shooter,Atari,Centipede,1.26,0.08,0.0,0.01,1.36,0.0
1432,3DS,2014,Platform,Nintendo,Yoshi's New Island,0.47,0.51,0.28,0.09,1.36,0.0
1433,XOne,2013,Action,Microsoft Game Studios,Ryse: Son of Rome,0.82,0.42,0.0,0.11,1.36,0.0
1434,PS2,2002,Shooter,Electronic Arts,Dead to Rights,0.67,0.52,0.0,0.17,1.36,0.0
1436,PS3,2011,Fighting,Capcom,Marvel vs. Capcom 3: Fate of Two Worlds,0.81,0.29,0.11,0.14,1.35,0.0
1437,PS,1999,Simulation,Konami Digital Entertainment,Dance Dance Revolution (Japan),0.0,0.0,1.26,0.09,1.35,0.0
1438,PS3,2010,Racing,Codemasters,F1 2010,0.25,0.76,0.08,0.27,1.35,0.0
1439,PS,1997,Sports,Electronic Arts,Madden NFL 98,1.29,0.03,0.0,0.03,1.35,0.0
1440,PSP,2008,Sports,Electronic Arts,FIFA Soccer 09,0.23,0.73,0.02,0.37,1.35,0.0
1441,DS,2007,Misc,Atari,Namco Museum DS,1.18,0.01,0.06,0.09,1.35,0.0
1442,PSP,2007,Sports,Electronic Arts,FIFA Soccer 08,0.2,0.76,0.0,0.39,1.35,0.0
1443,DS,2009,Action,Take-Two Interactive,Grand Theft Auto: Chinatown Wars,0.59,0.57,0.05,0.14,1.35,0.0
1444,X360,2010,Action,Microsoft Game Studios,Alan Wake,0.66,0.51,0.05,0.13,1.35,0.0
1445,PS3,2008,Shooter,Electronic Arts,Battlefield: Bad Company,0.76,0.36,0.05,0.18,1.35,0.0
1446,XOne,2015,Fighting,Warner Bros. Interactive Entertainment,Mortal Kombat X,1.0,0.21,0.0,0.13,1.35,0.0
1447,PS2,2004,Action,Electronic Arts,Samurai Warriors,0.22,0.05,1.06,0.02,1.35,0.0
1448,XB,2003,Racing,Vivendi Games,The Simpsons: Hit & Run,0.7,0.58,0.0,0.07,1.35,0.0
1449,X360,2008,Action,Capcom,Devil May Cry 4,0.79,0.34,0.08,0.13,1.35,0.0
1450,PS3,2008,Shooter,Ubisoft,Tom Clancy's Rainbow Six: Vegas 2,0.66,0.45,0.04,0.21,1.35,0.0
1451,PSP,2005,Role-Playing,Capcom,Monster Hunter Freedom,0.24,0.04,1.03,0.04,1.35,0.0
1452,X360,2011,Action,Electronic Arts,Crysis 2,0.7,0.5,0.02,0.12,1.35,0.0
1453,PS,1997,Role-Playing,SquareSoft,SaGa Frontier,0.15,0.04,1.07,0.09,1.35,0.0
1454,PS2,2004,Misc,Sony Computer Entertainment,SingStar Party,0.0,1.04,0.0,0.31,1.35,0.0
1455,X360,2007,Sports,Electronic Arts,FIFA Soccer 08,0.31,0.89,0.01,0.14,1.35,0.0
1456,PS3,2011,Adventure,Sony Computer Entertainment,The ICO & Shadow of the Colossus Collection,0.67,0.37,0.13,0.17,1.35,0.0
1457,PS2,2002,Racing,Atari,Test Drive,0.95,0.21,0.01,0.18,1.34,0.0
1458,DS,2005,Role-Playing,Nintendo,Mario & Luigi: Partners in Time,0.77,0.07,0.43,0.08,1.34,0.0
1459,X360,2006,Shooter,Capcom,Lost Planet: Extreme Condition,1.09,0.04,0.1,0.11,1.34,0.0
1460,GEN,1994,Fighting,Acclaim Entertainment,Mortal Kombat 3,1.03,0.27,0.0,0.04,1.34,0.0
1461,XB,2005,Shooter,Activision,Doom 3,0.85,0.43,0.0,0.06,1.34,0.0
1462,GC,2004,Platform,Nintendo,Donkey Kong Jungle Beat,0.84,0.22,0.24,0.04,1.34,0.0
1463,PS2,2006,Racing,Electronic Arts,Need for Speed Carbon,1.22,0.05,0.05,0.01,1.34,0.0
1464,PS2,2003,Shooter,Take-Two Interactive,Max Payne 2: The Fall of Max Payne,0.65,0.51,0.0,0.17,1.34,0.0
1465,PC,2000,Strategy,Electronic Arts,Command & Conquer: Red Alert 2,1.32,0.02,0.0,0.0,1.34,0.0
1466,PS2,2004,Sports,Electronic Arts,MVP Baseball 2004,1.1,0.06,0.0,0.18,1.34,0.0
1467,PS3,2007,Fighting,THQ,WWE SmackDown vs Raw 2008,0.62,0.5,0.01,0.21,1.33,0.0
1468,PS2,2004,Platform,Sony Computer Entertainment,Ratchet & Clank: Up Your Arsenal (Weekly american sales),1.27,0.05,0.0,0.02,1.33,0.0
1469,X360,2010,Sports,Ubisoft,Your Shape: Fitness Evolved,0.79,0.42,0.0,0.11,1.33,0.0
1470,PS3,2011,Shooter,Bethesda Softworks,Rage,0.47,0.59,0.06,0.21,1.33,0.0
1471,X360,2013,Platform,Activision,Skylanders SWAP Force,0.86,0.36,0.0,0.11,1.33,0.0
1472,PS4,2013,Sports,Take-Two Interactive,NBA 2K14,0.89,0.31,0.01,0.12,1.33,0.0
1473,GBA,2002,Action,Activision,Spider-Man: The Movie,0.92,0.35,0.01,0.05,1.33,0.0
1474,N64,1998,Fighting,Acclaim Entertainment,WWF War Zone,1.08,0.24,0.0,0.02,1.33,0.0
1475,GB,2000,Sports,Activision,Tony Hawk's Pro Skater,0.9,0.38,0.01,0.05,1.33,0.0
1476,GBA,2003,Simulation,Electronic Arts,The Sims: Bustin' Out,0.93,0.35,0.0,0.06,1.33,0.0
1477,PS,2000,Sports,Electronic Arts,Triple Play 2001,0.74,0.5,0.0,0.09,1.33,0.0
1478,GC,2004,Shooter,Nintendo,Metroid Prime 2: Echoes,0.87,0.35,0.07,0.04,1.33,0.0
1479,X360,2010,Fighting,THQ,UFC Undisputed 2010,0.9,0.31,0.0,0.11,1.33,0.0
1480,PS3,2013,Role-Playing,Square Enix,Final Fantasy X / X-2 HD Remaster,0.43,0.4,0.32,0.18,1.33,0.0
1481,PS2,2004,Racing,TDK Mediactive,Corvette,0.65,0.51,0.0,0.17,1.33,0.0
1482,DS,2007,Simulation,Ubisoft,Petz Wild Animals: Dolphinz,0.71,0.48,0.0,0.13,1.33,0.0
1483,DS,2010,Role-Playing,Nintendo,Pokemon Ranger: Guardian Signs,0.51,0.17,0.58,0.06,1.33,0.0
1484,XOne,2014,Action,Warner Bros. Interactive Entertainment,Middle-Earth: Shadow of Mordor,0.72,0.5,0.01,0.1,1.32,0.0
1485,PSP,2005,Racing,Electronic Arts,Need for Speed Underground Rivals,0.69,0.38,0.02,0.24,1.32,0.0
1486,PS3,2008,Action,Warner Bros. Interactive Entertainment,LEGO Batman: The Videogame,0.72,0.42,0.0,0.19,1.32,0.0
1487,PS3,2014,Role-Playing,Namco Bandai Games,Dark Souls II,0.4,0.36,0.4,0.17,1.32,0.0
1488,PC,2008,Role-Playing,Activision,World of Warcraft: Wrath of the Lich King,0.01,0.13,0.0,1.18,1.32,0.0
1489,PS3,2014,Role-Playing,Square Enix,Kingdom Hearts II,0.52,0.43,0.18,0.19,1.32,0.0
1490,X360,2014,Action,Warner Bros. Interactive Entertainment,The LEGO Movie Videogame,0.69,0.52,0.0,0.11,1.32,0.0
1491,PS,1998,Racing,Codemasters,TOCA 2: Touring Cars,0.03,1.16,0.02,0.11,1.32,0.0
1492,NES,1985,Puzzle,Nintendo,Gyromite,0.73,0.16,0.4,0.03,1.32,0.0
1493,PS2,2002,Sports,Atari,NFL 2K3,1.06,0.08,0.0,0.18,1.32,0.0
1494,PS,1997,Fighting,Eidos Interactive,Fighting Force,0.73,0.5,0.0,0.09,1.32,0.0
1495,GBA,2003,Role-Playing,Capcom,Mega Man Battle Network 4: Red Sun / Blue Moon,0.31,0.04,0.96,0.01,1.32,0.0
1496,PS3,2010,Shooter,Sony Computer Entertainment,MAG: Massive Action Game,0.77,0.3,0.09,0.16,1.32,0.0
1497,PS,1996,Sports,Electronic Arts,Madden NFL 97,0.73,0.5,0.0,0.09,1.32,0.0
1498,DS,2011,Racing,Disney Interactive Studios,Cars 2,0.72,0.44,0.04,0.12,1.32,0.0
1499,X360,2012,Action,Activision,Skylanders Giants,0.75,0.45,0.0,0.11,1.32,0.0
1501,PS,1996,Racing,ASC Games,TNN Motor Sports Hardcore 4x4,0.73,0.5,0.0,0.09,1.31,0.0
1502,PS2,2002,Racing,Bethesda Softworks,IHRA Drag Racing 2,0.64,0.5,0.0,0.17,1.31,0.0
1503,X360,2009,Misc,MTV Games,The Beatles: Rock Band,0.97,0.23,0.0,0.11,1.31,0.0
1504,X360,2009,Fighting,Namco Bandai Games,Tekken 6,0.71,0.42,0.05,0.13,1.31,0.0
1505,X360,2009,Action,Activision,[Prototype],0.84,0.35,0.0,0.12,1.31,0.0
1506,Wii,2009,Misc,Zoo Games,Deal or No Deal,1.22,0.0,0.0,0.09,1.31,0.0
1507,PS2,2005,Platform,Activision,Madagascar,0.78,0.45,0.0,0.07,1.31,0.0
1508,PS,1999,Adventure,THQ,Rugrats Studio Tour,0.57,0.67,0.0,0.07,1.31,0.0
1509,DS,2009,Strategy,Warner Bros. Interactive Entertainment,LEGO Battles,0.81,0.38,0.0,0.12,1.31,0.0
1510,2600,1983,Platform,Activision,Pitfall II: Lost Caverns,1.22,0.07,0.0,0.02,1.31,0.0
1511,PS2,2002,Shooter,Acclaim Entertainment,Turok: Evolution,0.64,0.5,0.0,0.17,1.31,0.0
1512,Wii,2008,Misc,Disney Interactive Studios,High School Musical 3: Senior Year DANCE!,0.68,0.49,0.0,0.13,1.31,0.0
1513,Wii,2008,Sports,Ubisoft,Gold's Gym: Cardio Workout,1.11,0.04,0.06,0.09,1.31,0.0
1514,XB,2004,Racing,Electronic Arts,Burnout 3: Takedown,0.84,0.43,0.0,0.04,1.31,0.0
1516,GBA,2002,Role-Playing,Konami Digital Entertainment,Yu-Gi-Oh! The Sacred Cards,0.94,0.35,0.0,0.02,1.3,0.0
1517,PS3,2011,Action,Electronic Arts,Crysis 2,0.45,0.57,0.06,0.21,1.3,0.0
1518,PS2,2006,Sports,Electronic Arts,NBA Live 07,1.07,0.04,0.02,0.17,1.3,0.0
1519,PS3,2013,Action,Deep Silver,Saints Row IV,0.56,0.44,0.09,0.21,1.3,0.0
1520,PS2,2005,Misc,Sony Computer Entertainment,SingStar '80s,0.27,0.02,0.0,1.02,1.3,0.0
1521,Wii,2007,Sports,Electronic Arts,EA Playground,0.69,0.48,0.0,0.13,1.3,0.0
1522,PS,1997,Racing,Accolade,Test Drive 5,1.05,0.2,0.0,0.05,1.3,0.0
1523,SNES,1995,Role-Playing,SquareSoft,Romancing SaGa 3,0.0,0.0,1.29,0.01,1.3,0.0
1524,Wii,2010,Sports,Electronic Arts,EA Sports Active 2,0.78,0.4,0.0,0.11,1.3,0.0
1525,PS,1999,Role-Playing,Namco Bandai Games,Digimon World,0.56,0.38,0.28,0.08,1.3,0.0
1526,XOne,2015,Adventure,Square Enix,Rise of the Tomb Raider,0.53,0.64,0.02,0.1,1.3,0.0
1527,Wii,2006,Racing,Electronic Arts,Need for Speed Carbon,0.46,0.66,0.02,0.15,1.29,0.0
1528,WiiU,2015,Platform,Nintendo,Yoshi's Woolly World,0.61,0.47,0.11,0.1,1.29,0.0
1529,GBA,2002,Role-Playing,Capcom,Mega Man Battle Network 3 Blue / White Version,0.39,0.02,0.85,0.03,1.29,0.0
1530,PS3,2012,Sports,Electronic Arts,FIFA Street,0.11,0.92,0.0,0.25,1.29,0.0
1531,GC,2002,Action,Capcom,Resident Evil Zero,0.54,0.27,0.45,0.04,1.29,0.0
1532,X360,2005,Racing,Electronic Arts,Need for Speed: Most Wanted,1.0,0.17,0.02,0.1,1.29,0.0
1533,XOne,2015,Shooter,Ubisoft,Tom Clancy's Rainbow Six: Siege,0.73,0.44,0.0,0.12,1.29,0.0
1534,GBA,2003,Platform,TDK Mediactive,Pirates of the Caribbean: The Curse of the Black Pearl,0.93,0.34,0.0,0.02,1.29,0.0
1535,PS2,2004,Shooter,Atari,Transformers,0.63,0.49,0.0,0.16,1.29,0.0
1536,Wii,2008,Misc,Activision,Guitar Hero: Aerosmith,1.04,0.14,0.0,0.1,1.29,0.0
1537,DS,2008,Adventure,Nintendo,Mystery Case Files: MillionHeir,0.76,0.4,0.0,0.12,1.29,0.0
1538,PS3,2008,Role-Playing,Sega,Valkyria Chronicles,0.71,0.2,0.24,0.13,1.29,0.0
1539,PS2,2005,Racing,Take-Two Interactive,Midnight Club 3: DUB Edition (America weekly sales),1.22,0.05,0.0,0.01,1.29,0.0
1540,PS2,2004,Role-Playing,Sony Online Entertainment,Champions of Norrath,0.63,0.49,0.0,0.16,1.28,0.0
1541,X360,2014,Action,Ubisoft,Watch Dogs,0.72,0.45,0.01,0.11,1.28,0.0
1542,DS,2008,Simulation,Ubisoft,Imagine: Wedding Designer,0.55,0.59,0.0,0.14,1.28,0.0
1543,PS4,2014,Action,Konami Digital Entertainment,Metal Gear Solid V: Ground Zeroes,0.45,0.46,0.17,0.2,1.28,0.0
1544,GB,1989,Misc,Nintendo,Yakuman,0.0,0.0,1.28,0.0,1.28,0.0
1545,XOne,2015,Action,Ubisoft,Assassin's Creed Syndicate,0.61,0.56,0.0,0.11,1.28,0.0
1546,PS,1999,Action,3DO,Army Men 3D,1.1,0.14,0.0,0.04,1.28,0.0
1547,X360,2012,Action,THQ,WWE '13,0.72,0.45,0.0,0.11,1.28,0.0
1548,PS,1999,Racing,989 Studios,Twisted Metal 4,1.07,0.16,0.0,0.04,1.28,0.0
1549,PS2,2003,Action,Take-Two Interactive,Manhunt,0.63,0.49,0.0,0.16,1.28,0.0
1550,3DS,2012,Action,Nintendo,Kid Icarus: Uprising,0.48,0.35,0.36,0.07,1.28,0.0
1551,PS2,2001,Action,Konami Digital Entertainment,Silent Hill 2,0.62,0.49,0.0,0.16,1.28,0.0
1552,PS3,2008,Action,Eidos Interactive,Tomb Raider: Underworld,0.45,0.56,0.05,0.22,1.27,0.0
1553,PS,1997,Platform,Konami Digital Entertainment,Castlevania: Symphony of the Night,0.58,0.4,0.21,0.08,1.27,0.0
1554,PC,2005,Simulation,Electronic Arts,The Sims 2: Nightlife,1.22,0.05,0.0,0.0,1.27,0.0
1555,PS2,2008,Action,Warner Bros. Interactive Entertainment,LEGO Batman: The Videogame,0.72,0.03,0.0,0.52,1.27,0.0
1556,PS,1995,Racing,Electronic Arts,Road Rash,0.71,0.48,0.0,0.08,1.27,0.0
1557,3DS,2012,Role-Playing,Nintendo,Pokemon Mystery Dungeon: Gates to Infinity,0.44,0.3,0.47,0.06,1.27,0.0
1558,2600,1981,Shooter,Imagic,Atlantis,1.18,0.08,0.0,0.01,1.27,0.0
1559,X360,2008,Sports,Take-Two Interactive,NBA 2K9,1.0,0.16,0.0,0.11,1.27,0.0
1560,X360,2011,Fighting,THQ,WWE '12,0.74,0.4,0.0,0.12,1.27,0.0
1561,XB,2003,Sports,Activision,Tony Hawk's Underground,0.85,0.37,0.0,0.05,1.27,0.0
1562,NES,1984,Shooter,Nintendo,Hogan's Alley,0.68,0.16,0.41,0.02,1.27,0.0
1563,XOne,2015,Role-Playing,Bethesda Softworks,The Elder Scrolls Online,0.77,0.38,0.0,0.12,1.27,0.0
1564,Wii,2008,Sports,Deep Silver,Jillian Michaels' Fitness Ultimatum 2009,0.96,0.2,0.0,0.11,1.27,0.0
1565,PS2,2002,Role-Playing,Atari,.hack//Infection Part 1,0.49,0.38,0.26,0.13,1.27,0.0
1566,Wii,2007,Sports,Take-Two Interactive,Rockstar Games presents Table Tennis,0.39,0.73,0.0,0.15,1.27,0.0
1567,GC,2003,Platform,Sega,Sonic Adventure DX: Director's Cut,0.87,0.3,0.06,0.03,1.27,0.0
1568,PS2,2004,Action,Sony Computer Entertainment,Jet Li: Rise to Honor,0.62,0.48,0.0,0.16,1.27,0.0
1569,PS,1994,Fighting,Sony Computer Entertainment,Battle Arena Toshinden,0.39,0.26,0.53,0.08,1.27,0.0
1570,3DS,2016,Action,Level 5,Yokai Watch 3,0.0,0.0,1.27,0.0,1.27,0.0
1571,DS,2008,Action,Activision,Kung Fu Panda,0.56,0.57,0.0,0.14,1.26,0.0
1572,DS,2005,Simulation,Atari,Tamagotchi Connection: Corner Shop,0.1,0.02,1.12,0.01,1.26,0.0
1573,PC,2010,Sports,Sega,Football Manager 2011,0.0,1.01,0.0,0.25,1.26,0.0
1574,PS,1998,Puzzle,THQ,Devil Dice,0.05,0.03,1.1,0.08,1.26,0.0
1575,DS,2007,Simulation,Square Enix,Final Fantasy IV,0.54,0.05,0.62,0.05,1.26,0.0
1576,WiiU,2014,Action,Nintendo,Hyrule Warriors,0.61,0.42,0.13,0.1,1.26,0.0
1577,PS3,2006,Racing,Electronic Arts,Need for Speed Carbon,0.49,0.52,0.03,0.21,1.26,0.0
1578,PC,2003,Sports,Eidos Interactive,Championship Manager 03/04,0.0,1.15,0.0,0.11,1.26,0.0
1579,PS,1998,Sports,Codemasters,Brian Lara Cricket,0.02,1.13,0.01,0.1,1.26,0.0
1580,DS,2007,Action,THQ,Ratatouille,0.5,0.62,0.0,0.14,1.26,0.0
1581,PS,1998,Misc,Hasbro Interactive,Wheel of Fortune,0.99,0.22,0.0,0.04,1.26,0.0
1582,X360,2012,Action,Warner Bros. Interactive Entertainment,LEGO The Lord of the Rings,0.63,0.51,0.0,0.11,1.26,0.0
1583,Wii,2007,Sports,RTL,Winter Sports: The Ultimate Challenge,0.45,0.68,0.0,0.12,1.26,0.0
1584,PS3,2008,Shooter,Sony Computer Entertainment,SOCOM: U.S. Navy SEALs Confrontation,0.94,0.17,0.02,0.13,1.25,0.0
1585,PS,2000,Sports,Electronic Arts,NBA Live 2001,0.7,0.47,0.0,0.08,1.25,0.0
1586,PS2,2008,Action,LucasArts,Star Wars: The Force Unleashed,0.49,0.0,0.01,0.75,1.25,0.0
1588,PS3,2007,Shooter,Ubisoft,Tom Clancy's Rainbow Six: Vegas,0.47,0.53,0.03,0.22,1.25,0.0
1589,NES,1988,Role-Playing,Namco Bandai Games,Dragon Ball: Daimaou Fukkatsu,0.0,0.0,1.25,0.0,1.25,0.0
1590,NES,1987,Role-Playing,Namco Bandai Games,Gegege no Kitarou 2: Youkai Gundan no Chousen,0.0,0.0,1.25,0.0,1.25,0.0
1591,PS,1996,Sports,Natsume,Reel Fishing,0.99,0.13,0.1,0.04,1.25,0.0
1592,PS3,2013,Fighting,Warner Bros. Interactive Entertainment,Injustice: Gods Among Us,0.48,0.53,0.01,0.23,1.25,0.0
1593,GC,2005,Role-Playing,Nintendo,Pokemon XD: Gale of Darkness,0.71,0.19,0.31,0.03,1.25,0.0
1594,PS2,2006,Shooter,Electronic Arts,Black,1.01,0.04,0.03,0.16,1.25,0.0
1595,PC,2002,Strategy,Atari,RollerCoaster Tycoon 2,1.19,0.05,0.0,0.0,1.25,0.0
1596,PS2,2003,Action,Eidos Interactive,Lara Croft Tomb Raider: The Angel of Darkness,0.61,0.48,0.0,0.16,1.25,0.0
1597,PS2,2004,Action,Ubisoft,Tom Clancy's Splinter Cell: Pandora Tomorrow,0.52,0.56,0.0,0.17,1.25,0.0
1598,PS,1998,Racing,Electronic Arts,Road Rash 3D,1.05,0.16,0.0,0.04,1.25,0.0
1599,PS2,2005,Shooter,Sony Computer Entertainment,Ratchet: Deadlocked,0.85,0.03,0.22,0.14,1.24,0.0
1600,PS2,2001,Role-Playing,Virgin Interactive,Baldur's Gate: Dark Alliance,0.61,0.48,0.0,0.16,1.24,0.0
1601,DS,2007,Action,Activision,Transformers: Autobots / Decepticons,1.12,0.03,0.0,0.09,1.24,0.0
1602,PS3,2011,Role-Playing,Namco Bandai Games,Tales of Xillia,0.29,0.19,0.67,0.09,1.24,0.0
1603,DS,2007,Racing,Nintendo,Diddy Kong Racing DS,1.1,0.04,0.0,0.1,1.24,0.0
1604,PS3,2009,Action,Activision,[Prototype],0.65,0.41,0.0,0.19,1.24,0.0
1605,PSP,2009,Action,Ubisoft,Assassin's Creed: Bloodlines,0.43,0.48,0.05,0.28,1.24,0.0
1606,PS,1997,Platform,GT Interactive,Oddworld: Abe's Oddysee,0.75,0.44,0.0,0.06,1.24,0.0
1607,XOne,2015,Role-Playing,Namco Bandai Games,The Witcher 3: Wild Hunt,0.66,0.47,0.0,0.11,1.24,0.0
1608,PS2,2000,Action,Namco Bandai Games,Ridge Racer V,0.24,0.19,0.75,0.06,1.24,0.0
1609,PS2,2008,Fighting,THQ,WWE SmackDown vs. Raw 2009,0.69,0.0,0.0,0.55,1.24,0.0
1610,GB,1992,Puzzle,Nintendo,Tetris 2 (All region sales),0.56,0.22,0.43,0.03,1.24,0.0
1611,XB,2005,Action,Activision,Star Wars Episode III: Revenge of the Sith,0.82,0.38,0.0,0.04,1.24,0.0
1612,Wii,2007,Action,D3Publisher,Ben 10: Protector of Earth,0.55,0.55,0.0,0.13,1.23,0.0
1613,PS2,2001,Platform,Konami Digital Entertainment,Frogger: The Great Quest,0.6,0.47,0.0,0.16,1.23,0.0
1614,PS3,2010,Sports,Electronic Arts,2010 FIFA World Cup South Africa,0.3,0.64,0.07,0.22,1.23,0.0
1615,XB,2004,Action,Microsoft Game Studios,Ninja Gaiden,0.92,0.2,0.07,0.04,1.23,0.0
1616,XB,2002,Platform,Universal Interactive,Crash Bandicoot: The Wrath of Cortex,0.59,0.57,0.0,0.07,1.23,0.0
1617,PS2,2004,Racing,Atari,Driv3r,0.6,0.47,0.0,0.16,1.23,0.0
1618,PS,2003,Misc,Sony Computer Entertainment,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,0.69,0.47,0.0,0.08,1.23,0.0
1619,PC,2014,Simulation,Focus Home Interactive,Farming Simulator 2015,0.08,1.02,0.0,0.13,1.23,0.0
1620,X360,2008,Misc,Activision,Guitar Hero: Aerosmith,1.0,0.14,0.0,0.1,1.23,0.0
1621,PS3,2007,Shooter,Electronic Arts,Medal of Honor: Airborne,0.25,0.7,0.03,0.25,1.23,0.0
1622,GB,2000,Puzzle,Nintendo,Kirby Tilt 'n' Tumble,0.29,0.17,0.75,0.02,1.23,0.0
1623,GBA,2003,Platform,THQ,SpongeBob SquarePants: Battle for Bikini Bottom,0.88,0.33,0.0,0.02,1.23,0.0
1624,PS,1998,Racing,Activision,Vigilante 8,0.68,0.47,0.0,0.08,1.23,0.0
1625,NES,1986,Platform,Konami Digital Entertainment,Castlevania,0.54,0.06,0.62,0.01,1.23,0.0
1626,GBA,2004,Platform,Nintendo,Donkey Kong Country 2,0.79,0.27,0.12,0.04,1.23,0.0
1627,PS3,2009,Action,Sega,Bayonetta,0.44,0.41,0.21,0.17,1.23,0.0
1628,GBA,2003,Puzzle,Nintendo,"WarioWare, Inc.: Mega MicroGame$",0.4,0.11,0.7,0.02,1.23,0.0
1629,PSP,2005,Shooter,LucasArts,Star Wars: Battlefront II,1.05,0.06,0.01,0.11,1.23,0.0
1630,PS4,2016,Sports,Electronic Arts,Madden NFL 17,0.92,0.08,0.0,0.23,1.23,0.0
1631,Wii,2008,Puzzle,Electronic Arts,Boom Blox,0.72,0.38,0.0,0.12,1.23,0.0
1632,PC,2015,Role-Playing,Bethesda Softworks,Fallout 4,0.5,0.63,0.0,0.1,1.23,0.0
1633,Wii,2007,Simulation,Electronic Arts,The Sims 2: Castaway,0.45,0.64,0.0,0.14,1.23,0.0
1634,PS3,2012,Action,Warner Bros. Interactive Entertainment,LEGO Batman 2: DC Super Heroes,0.5,0.53,0.0,0.2,1.22,0.0
1635,PS3,2010,Fighting,Namco Bandai Games,Naruto Shippuden: Ultimate Ninja Storm 2,0.42,0.47,0.15,0.18,1.22,0.0
1636,GC,2004,Sports,Nintendo,Mario Power Tennis,0.58,0.16,0.46,0.03,1.22,0.0
1637,PS,1997,Puzzle,Sony Computer Entertainment,Intelligent Qube,0.13,0.07,1.0,0.02,1.22,0.0
1638,GB,1997,Misc,Nintendo,Game & Watch Gallery 2,0.76,0.3,0.12,0.04,1.22,0.0
1639,GB,1999,Misc,Nintendo,Game & Watch Gallery 3,0.79,0.31,0.08,0.04,1.22,0.0
1640,NES,1984,Puzzle,Namco Bandai Games,Pac-Man,0.27,0.08,0.85,0.02,1.22,0.0
1641,PS2,2006,Adventure,Alchemist,Parfait: Chocolat Second Style,0.59,0.46,0.01,0.15,1.22,0.0
1642,PS3,2011,Racing,Codemasters,F1 2011,0.12,0.75,0.11,0.25,1.22,0.0
1643,PSP,2006,Racing,THQ,Cars,0.72,0.29,0.0,0.21,1.22,0.0
1644,PS,1997,Sports,Electronic Arts,NBA Live 99,1.13,0.05,0.0,0.03,1.22,0.0
1645,PS,1997,Role-Playing,SquareSoft,Chocobo no Fushigi Dungeon,0.0,0.0,1.14,0.08,1.22,0.0
1646,GBA,2002,Role-Playing,Nintendo,Golden Sun: The Lost Age,0.61,0.27,0.27,0.07,1.22,0.0
1647,PS,1996,Simulation,Maxis,SimCity 2000,0.68,0.46,0.0,0.08,1.22,0.0
1648,XB,2001,Shooter,Take-Two Interactive,Max Payne,0.98,0.19,0.0,0.05,1.22,0.0
